Category,CommonNames,Abundance,Order,ParkName
Mammal,"Coronation Island Vole, Long-Tailed Vole",5,Rodentia,Sequoia and Kings Canyon National Parks
Mammal,Montane Vole,2,Rodentia,Sequoia and Kings Canyon National Parks
Mammal,Bushy-Tailed Woodrat,2,Rodentia,Sequoia and Kings Canyon National Parks
Mammal,Big-Earde Woodrat,4,Rodentia,Sequoia and Kings Canyon National Parks
Mammal,"Common Muskrat, Muskbeaver, Muskrat",5,Rodentia,Sequoia and Kings Canyon National Parks
Mammal,"Brush Deermouse, Brush Mouse",4,Rodentia,Sequoia and Kings Canyon National Parks
Mammal,"California Deermouse, California Mouse",2,Rodentia,Sequoia and Kings Canyon National Parks
Mammal,"Deer Mouse, North American Deermouse",4,Rodentia,Sequoia and Kings Canyon National Parks
Mammal,Pinyon Mouse,2,Rodentia,Sequoia and Kings Canyon National Parks
Mammal,"Heather Vole, Western Heather Vole",5,Rodentia,Sequoia and Kings Canyon National Parks
Mammal,Western Harvest Mouse,1,Rodentia,Sequoia and Kings Canyon National Parks
Mammal,Western Jumping Mouse,2,Rodentia,Sequoia and Kings Canyon National Parks
Mammal,"Common Porcupine, Porcupine",1,Rodentia,Sequoia and Kings Canyon National Parks
Mammal,Botta's Pocket Gopher,4,Rodentia,Sequoia and Kings Canyon National Parks
Mammal,Mountain Pocket Gopher,4,Rodentia,Sequoia and Kings Canyon National Parks
Mammal,California Pocket Mouse,2,Rodentia,Sequoia and Kings Canyon National Parks
Mammal,Heermann's Kangaroo Rat,5,Rodentia,Sequoia and Kings Canyon National Parks
Mammal,House Mouse,5,Rodentia,Sequoia and Kings Canyon National Parks
Mammal,Northern Flying Squirrel,2,Rodentia,Sequoia and Kings Canyon National Parks
Mammal,Yellow-Bellied Marmot,4,Rodentia,Sequoia and Kings Canyon National Parks
Mammal,Western Gray Squirrel,2,Rodentia,Sequoia and Kings Canyon National Parks
Mammal,California Ground Squirrel,4,Rodentia,Sequoia and Kings Canyon National Parks
Mammal,Belding's Ground Squirrel,2,Rodentia,Sequoia and Kings Canyon National Parks
Mammal,Golden-Mantled Ground Squirrel,4,Rodentia,Sequoia and Kings Canyon National Parks
Mammal,Alpine Chipmunk,4,Rodentia,Sequoia and Kings Canyon National Parks
Mammal,Merriam's Chipmunk,1,Rodentia,Sequoia and Kings Canyon National Parks
Mammal,"Allen's Chipmunk, Shadow Chipmunk",5,Rodentia,Sequoia and Kings Canyon National Parks
Mammal,Lodgepole Chipmunk,4,Rodentia,Sequoia and Kings Canyon National Parks
Mammal,Uinta Chipmunk,5,Rodentia,Sequoia and Kings Canyon National Parks
Mammal,Douglas's Squirrel,4,Rodentia,Sequoia and Kings Canyon National Parks
Mammal,"Dusky Shrew, Montane Shrew",2,Soricomorpha,Sequoia and Kings Canyon National Parks
Mammal,"Ornate Shrew, Suisun Shrew",2,Soricomorpha,Sequoia and Kings Canyon National Parks
Mammal,"American Water Shrew, Northern Water Shrew, Water Shrew",2,Soricomorpha,Sequoia and Kings Canyon National Parks
Mammal,Trowbridge's Shrew,2,Soricomorpha,Sequoia and Kings Canyon National Parks
Mammal,"Vagrant Shrew, Wandering Shrew",5,Soricomorpha,Sequoia and Kings Canyon National Parks
Mammal,Broad-Footed Mole,2,Soricomorpha,Sequoia and Kings Canyon National Parks
Mammal,Black Bear,4,Carnivora,Shenandoah National Park
Mammal,White-Tailed Deer,5,Artiodactyla,Shenandoah National Park
Mammal,Coyote,2,Carnivora,Shenandoah National Park
Mammal,Gray Fox,2,Carnivora,Shenandoah National Park
Mammal,Red Fox,2,Carnivora,Shenandoah National Park
Mammal,Bobcat,2,Carnivora,Shenandoah National Park
Mammal,Mountain Lion,5,Carnivora,Shenandoah National Park
Mammal,Striped Skunk,4,Carnivora,Shenandoah National Park
Mammal,Spotted Skunk,2,Carnivora,Shenandoah National Park
Mammal,River Otter,1,Carnivora,Shenandoah National Park
Mammal,Marten,5,Carnivora,Shenandoah National Park
Mammal,Fisher,1,Carnivora,Shenandoah National Park
Mammal,Long-Tailed Weasel,2,Carnivora,Shenandoah National Park
Mammal,Least Weasel,1,Carnivora,Shenandoah National Park
Mammal,American Mink,2,Carnivora,Shenandoah National Park
Mammal,Raccoon,4,Carnivora,Shenandoah National Park
Mammal,Big Brown Bat,4,Chiroptera,Shenandoah National Park
Mammal,Silver-Haired Bat,5,Chiroptera,Shenandoah National Park
Mammal,"Red Bat, Eastern Red Bat",5,Chiroptera,Shenandoah National Park
Mammal,Hoary Bat,5,Chiroptera,Shenandoah National Park
Mammal,"Small-Footed Myotis, Eastern Small-Footed Myotis",1,Chiroptera,Shenandoah National Park
Mammal,Little Brown Bat,4,Chiroptera,Shenandoah National Park
Mammal,Northern Long-Eared Bat,2,Chiroptera,Shenandoah National Park
Mammal,Indiana Bat,5,Chiroptera,Shenandoah National Park
Mammal,Eastern Pipistrelle,1,Chiroptera,Shenandoah National Park
Mammal,Virginia Opossum,4,Didelphimorphia,Shenandoah National Park
Mammal,Eastern Cottontail,4,Lagomorpha,Shenandoah National Park
Mammal,Appalachian Cottontail,5,Lagomorpha,Shenandoah National Park
Mammal,New England Cottontail,5,Lagomorpha,Shenandoah National Park
Mammal,Beaver,1,Rodentia,Shenandoah National Park
Mammal,Southern Red-Backed Vole,5,Rodentia,Shenandoah National Park
Mammal,Meadow Vole,4,Rodentia,Shenandoah National Park
Mammal,"Woodland Vole, Pine Vole",5,Rodentia,Shenandoah National Park
Mammal,"Allegheny Woodrat, Appalachian Woodrat",2,Rodentia,Shenandoah National Park
Mammal,Golden Mouse,5,Rodentia,Shenandoah National Park
Mammal,Muskrat,5,Rodentia,Shenandoah National Park
Mammal,White-Footed Mouse,4,Rodentia,Shenandoah National Park
Mammal,Deer Mouse,4,Rodentia,Shenandoah National Park
Mammal,Harvest Mouse,5,Rodentia,Shenandoah National Park
Mammal,Southern Bog Lemming,5,Rodentia,Shenandoah National Park
Mammal,Woodland Jumping Mouse,5,Rodentia,Shenandoah National Park
Mammal,Meadow Jumping Mouse,5,Rodentia,Shenandoah National Park
Mammal,House Mouse,2,Rodentia,Shenandoah National Park
Mammal,Norway Rat,1,Rodentia,Shenandoah National Park
Mammal,Black Rat,1,Rodentia,Shenandoah National Park
Mammal,Northern Flying Squirrel,5,Rodentia,Shenandoah National Park
Mammal,Southern Flying Squirrel,2,Rodentia,Shenandoah National Park
Mammal,Woodchuck,4,Rodentia,Shenandoah National Park
Mammal,"Gray Squirrel, Northern Gray Squirrel",5,Rodentia,Shenandoah National Park
Mammal,Fox Squirrel,1,Rodentia,Shenandoah National Park
Mammal,Eastern Chipmunk,5,Rodentia,Shenandoah National Park
Mammal,Red Squirrel,1,Rodentia,Shenandoah National Park
Mammal,Northern Short-Tailed Shrew,5,Soricomorpha,Shenandoah National Park
Mammal,Least Shrew,2,Soricomorpha,Shenandoah National Park
Mammal,Masked Shrew,5,Soricomorpha,Shenandoah National Park
Mammal,Long-Tailed Shrew,5,Soricomorpha,Shenandoah National Park
Mammal,Smoky Shrew,5,Soricomorpha,Shenandoah National Park
Mammal,Pygmy Shrew,5,Soricomorpha,Shenandoah National Park
Mammal,Southeastern Shrew,5,Soricomorpha,Shenandoah National Park
Mammal,Water Shrew,5,Soricomorpha,Shenandoah National Park
Mammal,Star-Nosed Mole,5,Soricomorpha,Shenandoah National Park
Mammal,Hairy-Tailed Mole,5,Soricomorpha,Shenandoah National Park
Mammal,Eastern Mole,2,Soricomorpha,Shenandoah National Park
Mammal,"Pronghorn Antelope, Pronghorn/Antelope",4,Artiodactyla,Theodore Roosevelt National Park
Mammal,"American Bison, Bison",4,Artiodactyla,Theodore Roosevelt National Park
Mammal,Domestic Cattle/Longhorn,5,Artiodactyla,Theodore Roosevelt National Park
Mammal,Bighorn Sheep,4,Artiodactyla,Theodore Roosevelt National Park
Mammal,Moose,1,Artiodactyla,Theodore Roosevelt National Park
Mammal,"Elk, Wapiti/Elk",5,Artiodactyla,Theodore Roosevelt National Park
Mammal,Mule Deer,4,Artiodactyla,Theodore Roosevelt National Park
Mammal,"White-Tail Deer, White-Tailed Deer",4,Artiodactyla,Theodore Roosevelt National Park
Mammal,Coyote,4,Carnivora,Theodore Roosevelt National Park
Mammal,Gray Wolf,5,Carnivora,Theodore Roosevelt National Park
Mammal,Swift Fox,5,Carnivora,Theodore Roosevelt National Park
Mammal,Red Fox,5,Carnivora,Theodore Roosevelt National Park
Mammal,Domestic Cat,5,Carnivora,Theodore Roosevelt National Park
Mammal,"Canada Lynx, Canadian Lynx, Lynx",5,Carnivora,Theodore Roosevelt National Park
Mammal,Bobcat,4,Carnivora,Theodore Roosevelt National Park
Mammal,"Cougar, Mountain Lion, Puma",2,Carnivora,Theodore Roosevelt National Park
Mammal,Striped Skunk,5,Carnivora,Theodore Roosevelt National Park
Mammal,"Common Otter, North American River Otter, Northern River Otter, River Otter",5,Carnivora,Theodore Roosevelt National Park
Mammal,"Longtail Weasel, Long-Tailed Weasel",5,Carnivora,Theodore Roosevelt National Park
Mammal,Black-Footed Ferret,5,Carnivora,Theodore Roosevelt National Park
Mammal,Least Weasel,5,Carnivora,Theodore Roosevelt National Park
Mammal,Mink,5,Carnivora,Theodore Roosevelt National Park
Mammal,Badger,4,Carnivora,Theodore Roosevelt National Park
Mammal,Raccoon,5,Carnivora,Theodore Roosevelt National Park
Mammal,Big Brown Bat,5,Chiroptera,Theodore Roosevelt National Park
Mammal,Silver-Haired Bat,5,Chiroptera,Theodore Roosevelt National Park
Mammal,Red Bat,5,Chiroptera,Theodore Roosevelt National Park
Mammal,Hoary Bat,5,Chiroptera,Theodore Roosevelt National Park
Mammal,"Small-Footed Myotis, Western Small-Footed Bat, Western Small-Footed Myotis",5,Chiroptera,Theodore Roosevelt National Park
Mammal,Long-Eared Myotis,5,Chiroptera,Theodore Roosevelt National Park
Mammal,Little Brown Myotis,5,Chiroptera,Theodore Roosevelt National Park
Mammal,"Northern Long-Eared Bat, Northern Myotis, Northern Myotis",5,Chiroptera,Theodore Roosevelt National Park
Mammal,Long-Legged Myotis,5,Chiroptera,Theodore Roosevelt National Park
Mammal,Snowshoe Hare,5,Lagomorpha,Theodore Roosevelt National Park
Mammal,"Jack Rabbit, Prairie Hare, White-Tailed Jackrabbit",5,Lagomorpha,Theodore Roosevelt National Park
Mammal,"Cottontail, Desert Cottontail",5,Lagomorpha,Theodore Roosevelt National Park
Mammal,Eastern Cottontail,4,Lagomorpha,Theodore Roosevelt National Park
Mammal,Nuttall's Cottontail,5,Lagomorpha,Theodore Roosevelt National Park
Mammal,"Feral Horse, Horse, Wild Horse/Feral Horse",4,Perissodactyla,Theodore Roosevelt National Park
Mammal,Beaver,4,Rodentia,Theodore Roosevelt National Park
Mammal,Sagebrush Vole,5,Rodentia,Theodore Roosevelt National Park
Mammal,Prairie Vole,4,Rodentia,Theodore Roosevelt National Park
Mammal,Meadow Vole,4,Rodentia,Theodore Roosevelt National Park
Mammal,Bushy-Tailed Woodrat,2,Rodentia,Theodore Roosevelt National Park
Mammal,Muskrat,5,Rodentia,Theodore Roosevelt National Park
Mammal,Northern Grasshopper Mouse,5,Rodentia,Theodore Roosevelt National Park
Mammal,White-Footed Mouse,4,Rodentia,Theodore Roosevelt National Park
Mammal,None,5,Rodentia,Theodore Roosevelt National Park
Mammal,Deer Mouse,4,Rodentia,Theodore Roosevelt National Park
Mammal,None,5,Rodentia,Theodore Roosevelt National Park
Mammal,Western Harvest Mouse,5,Rodentia,Theodore Roosevelt National Park
Mammal,Meadow Jumping Mouse,5,Rodentia,Theodore Roosevelt National Park
Mammal,Porcupine,4,Rodentia,Theodore Roosevelt National Park
Mammal,Northern Pocket Gopher,2,Rodentia,Theodore Roosevelt National Park
Mammal,Ord's Kangaroo Rat,5,Rodentia,Theodore Roosevelt National Park
Mammal,Olive-Backed Pocket Mouse,5,Rodentia,Theodore Roosevelt National Park
Mammal,House Mouse,4,Rodentia,Theodore Roosevelt National Park
Mammal,"Black-Tail Prairie Dog, Black-Tailed Prairie Dog, Prairie Dog",4,Rodentia,Theodore Roosevelt National Park
Mammal,Gray Squirrel,5,Rodentia,Theodore Roosevelt National Park
Mammal,Fox Squirrel,5,Rodentia,Theodore Roosevelt National Park
Mammal,Franklin Ground Squirrel,5,Rodentia,Theodore Roosevelt National Park
Mammal,Richardson's Ground Squirrel,5,Rodentia,Theodore Roosevelt National Park
Mammal,Thirteen-Lined Ground Squirrel,1,Rodentia,Theodore Roosevelt National Park
Mammal,Least Chipmunk,4,Rodentia,Theodore Roosevelt National Park
Mammal,Masked Shrew,5,Soricomorpha,Theodore Roosevelt National Park
Mammal,Merriam's Shrew,5,Soricomorpha,Theodore Roosevelt National Park
Mammal,Fox Squirrel,5,Rodentia,Voyageurs National Park
Mammal,Moose,4,Artiodactyla,Voyageurs National Park
Mammal,Elk,5,Artiodactyla,Voyageurs National Park
Mammal,White-Tailed Deer,4,Artiodactyla,Voyageurs National Park
Mammal,Woodland Caribou,5,Artiodactyla,Voyageurs National Park
Mammal,Coyote,2,Carnivora,Voyageurs National Park
Mammal,"Gray Wolf, Plains Wolf, Timber Wolf",4,Carnivora,Voyageurs National Park
Mammal,Common Gray Fox,5,Carnivora,Voyageurs National Park
Mammal,Red Fox,4,Carnivora,Voyageurs National Park
Mammal,Canada Lynx,5,Carnivora,Voyageurs National Park
Mammal,Bobcat,5,Carnivora,Voyageurs National Park
Mammal,Mountain Lion,5,Carnivora,Voyageurs National Park
Mammal,Striped Skunk,4,Carnivora,Voyageurs National Park
Mammal,Wolverine,5,Carnivora,Voyageurs National Park
Mammal,River Otter,4,Carnivora,Voyageurs National Park
Mammal,American Marten,2,Carnivora,Voyageurs National Park
Mammal,Fisher,2,Carnivora,Voyageurs National Park
Mammal,Ermine,4,Carnivora,Voyageurs National Park
Mammal,Long-Tailed Weasel,5,Carnivora,Voyageurs National Park
Mammal,Least Weasel,5,Carnivora,Voyageurs National Park
Mammal,Mink,4,Carnivora,Voyageurs National Park
Mammal,American Badger,5,Carnivora,Voyageurs National Park
Mammal,Raccoon,2,Carnivora,Voyageurs National Park
Mammal,American Black Bear,4,Carnivora,Voyageurs National Park
Mammal,Big Brown Bat,5,Chiroptera,Voyageurs National Park
Mammal,Silver-Haired Bat,2,Chiroptera,Voyageurs National Park
Mammal,Eastern Red Bat,5,Chiroptera,Voyageurs National Park
Mammal,Hoary Bat,5,Chiroptera,Voyageurs National Park
Mammal,Little Brown Bat,4,Chiroptera,Voyageurs National Park
Mammal,"Northern Bat, Northern Long-Eared Bat",4,Chiroptera,Voyageurs National Park
Mammal,Opossum,5,Didelphimorphia,Voyageurs National Park
Mammal,Snowshoe Hare,4,Lagomorpha,Voyageurs National Park
Mammal,Eastern Cottontail,5,Lagomorpha,Voyageurs National Park
Mammal,American Beaver,4,Rodentia,Voyageurs National Park
Mammal,Southern Red-Backed Vole,5,Rodentia,Voyageurs National Park
Mammal,Rock Vole,1,Rodentia,Voyageurs National Park
Mammal,Meadow Vole,4,Rodentia,Voyageurs National Park
Mammal,Muskrat,2,Rodentia,Voyageurs National Park
Mammal,White-Footed Mouse,5,Rodentia,Voyageurs National Park
Mammal,Deer Mouse,5,Rodentia,Voyageurs National Park
Mammal,"Eastern Heather Vole, Ungava Vole",5,Rodentia,Voyageurs National Park
Mammal,Northern Bog Lemming,5,Rodentia,Voyageurs National Park
Mammal,Southern Bog Lemming,2,Rodentia,Voyageurs National Park
Mammal,Woodland Jumping Mouse,2,Rodentia,Voyageurs National Park
Mammal,Meadow Jumping Mouse,2,Rodentia,Voyageurs National Park
Mammal,Porcupine,2,Rodentia,Voyageurs National Park
Mammal,House Mouse,5,Rodentia,Voyageurs National Park
Mammal,Norway Rat,5,Rodentia,Voyageurs National Park
Mammal,Northern Flying Squirrel,2,Rodentia,Voyageurs National Park
Mammal,"Ground Hog, Whistle Pig, Woodchuck",4,Rodentia,Voyageurs National Park
Mammal,Eastern Gray Squirrel,5,Rodentia,Voyageurs National Park
Mammal,Franklin's Ground Squirrel,2,Rodentia,Voyageurs National Park
Mammal,Thirteen-Lined Ground Squirrel,5,Rodentia,Voyageurs National Park
Mammal,Least Chipmunk,2,Rodentia,Voyageurs National Park
Mammal,Eastern Chipmunk,4,Rodentia,Voyageurs National Park
Mammal,Red Squirrel,4,Rodentia,Voyageurs National Park
Mammal,Northern Short-Tailed Shrew,5,Soricomorpha,Voyageurs National Park
Mammal,Arctic Shrew,1,Soricomorpha,Voyageurs National Park
Mammal,Masked Shrew,5,Soricomorpha,Voyageurs National Park
Mammal,Smokey Shrew,5,Soricomorpha,Voyageurs National Park
Mammal,Pygmy Shrew,5,Soricomorpha,Voyageurs National Park
Mammal,Northern Water Shrew,1,Soricomorpha,Voyageurs National Park
Mammal,Star-Nosed Mole,1,Soricomorpha,Voyageurs National Park
Mammal,None,5,Rodentia,Wind Cave National Park
Mammal,None,5,Rodentia,Wind Cave National Park
Mammal,None,5,Rodentia,Wind Cave National Park
Mammal,"Antelope, Pronghorn, Pronghorn Antelope, Pronghorns",2,Artiodactyla,Wind Cave National Park
Mammal,"American Bison, Bison",4,Artiodactyla,Wind Cave National Park
Mammal,Buffalo,5,Artiodactyla,Wind Cave National Park
Mammal,Bighorn Sheep,5,Artiodactyla,Wind Cave National Park
Mammal,Elk,5,Artiodactyla,Wind Cave National Park
Mammal,Mule Deer,4,Artiodactyla,Wind Cave National Park
Mammal,White-Tailed Deer,4,Artiodactyla,Wind Cave National Park
Mammal,"Coyote, Coyotes",4,Carnivora,Wind Cave National Park
Mammal,"Gray Wolf, Wolf",5,Carnivora,Wind Cave National Park
Mammal,Swift Fox,5,Carnivora,Wind Cave National Park
Mammal,Red Fox,5,Carnivora,Wind Cave National Park
Mammal,Bobcat,2,Carnivora,Wind Cave National Park
Mammal,"Cougar, Mountain Lion, Puma",1,Carnivora,Wind Cave National Park
Mammal,"Skunk, Striped Skunk",5,Carnivora,Wind Cave National Park
Mammal,"Eastern Spotted Skunk, Spotted Skunk",5,Carnivora,Wind Cave National Park
Mammal,Ermine,5,Carnivora,Wind Cave National Park
Mammal,Weasels,1,Carnivora,Wind Cave National Park
Mammal,Black-Footed Ferret,2,Carnivora,Wind Cave National Park
Mammal,"American Mink, Mink",5,Carnivora,Wind Cave National Park
Mammal,Badger,5,Carnivora,Wind Cave National Park
Mammal,"Raccoon, Racoon",5,Carnivora,Wind Cave National Park
Mammal,"American Black Bear, Black Bear",5,Carnivora,Wind Cave National Park
Mammal,"Brown Bear, Grizzly Bear",5,Carnivora,Wind Cave National Park
Mammal,Grizzly Bear,5,Carnivora,Wind Cave National Park
Mammal,"Mule-Eared Bat, Pacific Townsend's Big-Eared Bat, Townsend's Big-Eared Bat, Townsend's Big-Eared Bat, Western Big-Eared Bat, Western Long-Eared Bat, Western Lump-Nosed Bat",2,Chiroptera,Wind Cave National Park
Mammal,Big Brown Bat,4,Chiroptera,Wind Cave National Park
Mammal,"Silver-Haired Bat, Silver-Haired Bat",2,Chiroptera,Wind Cave National Park
Mammal,"Eastern Red Bat, Eastern Red Bat, Red Bat",1,Chiroptera,Wind Cave National Park
Mammal,"Hoary Bat, Hoary Bat",2,Chiroptera,Wind Cave National Park
Mammal,"Small-Footed Myotis, Western Small-Footed Bat, Western Small-Footed Myotis",1,Chiroptera,Wind Cave National Park
Mammal,"Long-Eared Myotis, Long-Eared Myotis",5,Chiroptera,Wind Cave National Park
Mammal,Little Brown Myotis,4,Chiroptera,Wind Cave National Park
Mammal,"Northern Long-Eared Bat, Northern Myotis, Northern Myotis",1,Chiroptera,Wind Cave National Park
Mammal,None,5,Chiroptera,Wind Cave National Park
Mammal,"Fringed Myotis, Fringed Myotis",2,Chiroptera,Wind Cave National Park
Mammal,None,5,Chiroptera,Wind Cave National Park
Mammal,"Long-Legged Myotis, Long-Legged Myotis",2,Chiroptera,Wind Cave National Park
Mammal,Whitetail Jackrabbit,5,Lagomorpha,Wind Cave National Park
Mammal,Desert Cottontail,4,Lagomorpha,Wind Cave National Park
Mammal,None,5,Lagomorpha,Wind Cave National Park
Mammal,Eastern Cottontail,4,Lagomorpha,Wind Cave National Park
Mammal,None,5,Lagomorpha,Wind Cave National Park
Mammal,"Mountain Cottontail, Nuttall's Cottontail",5,Lagomorpha,Wind Cave National Park
Mammal,American Beaver,5,Rodentia,Wind Cave National Park
Mammal,Southern Red-Backed Vole,4,Rodentia,Wind Cave National Park
Mammal,"Coronation Island Vole, Long-Tailed Vole",5,Rodentia,Wind Cave National Park
Mammal,Prairie Vole,4,Rodentia,Wind Cave National Park
Mammal,None,5,Rodentia,Wind Cave National Park
Mammal,Meadow Vole,4,Rodentia,Wind Cave National Park
Mammal,None,5,Rodentia,Wind Cave National Park
Mammal,"Bushy Woodrat, Bushytail Woodrat, Bushy-Tailed Woodrat",4,Rodentia,Wind Cave National Park
Mammal,None,5,Rodentia,Wind Cave National Park
Mammal,Muskrat,5,Rodentia,Wind Cave National Park
Mammal,Northern Grasshopper Mouse,5,Rodentia,Wind Cave National Park
Mammal,White-Footed Mouse,5,Rodentia,Wind Cave National Park
Mammal,Deer Mouse,5,Rodentia,Wind Cave National Park
Mammal,None,5,Rodentia,Wind Cave National Park
